ID;LineNr;CCB_Category;Blank1;AccountingCode;Source_account;Eight_digit_Number;Account_name;Level_3_Account_Code_COA_natural_account_code;Level_3_Account_Name;Account_change_status;PBC_No;blank;Amount_In_Management_Statement
5813;05;交易性金融资产 Financial assets held for trading;NULL;NULL;14203;14203705;交易政策性银行债券净价 Trading policy banks securities;106003;交易性政策性银行债券净价 Net value- Policy banks trading securities;121205修改 Revised;8;NULL;0
5814;05;交易性金融资产 Financial assets held for trading;NULL;NULL;14204;14204706;交易银行及非银行金融机构债券净价 Trading  bank and non-bank financial institutions securities;106004;交易性银行及非银行金融机构债券净价 Net value- Bank and non-bank institutions trading securities;121205修改 Revised;8;NULL;0
5815;05;交易性金融资产 Financial assets held for trading;NULL;NULL;14205;14205707;交易公共实体债券净价 Trading  public sector entities securities;106005;交易性公共机构债券净价 Net value- Public organisation trading securities;121205修改 Revised;8;NULL;0
5816;05;交易性金融资产 Financial assets held for trading;NULL;NULL;14200;14200702;交易公司债券净价 Trading corporate securities;106006;交易性其他企业债券净价 Net value- other company trading securities;121205修改 Revised;8;NULL;0
5817;05;交易性金融资产 Financial assets held for trading;NULL;NULL;14251;14251703;交易政府债券价值调整 Revaluation provision trading government securities;106031;交易性政府债券价值调整 Revaluation provision- Government trading securities;121205修改 Revised;8;NULL;0
5818;05;交易性金融资产 Financial assets held for trading;NULL;NULL;14252;14252704;交易中央银行债券价值调整 Revaluation provision trading Central Bank securities;106032;交易性中央银行债券价值调整 Revaluation provision- Central Bank trading securities;121205修改 Revised;8;NULL;0
5819;05;交易性金融资产 Financial assets held for trading;NULL;NULL;14253;14253705;交易政策性银行债券价值调整 Revaluation provision trading  policy banks securities;106033;交易性政策性银行债券价值调整 Revaluation provision- Policy bank trading securities;121205修改 Revised;8;NULL;0
5820;05;交易性金融资产 Financial assets held for trading;NULL;NULL;14254;14254706;交易银行及非银行金融机构债券价值调整 Revaluation provision trading  bank and non-bank financial institutions securities;106034;交易性银行及非银行金融机构债券价值调整 Revaluation provision- Bank and non-bank institutions trading securities;121205修改 Revised;8;NULL;0
5821;05;交易性金融资产 Financial assets held for trading;NULL;NULL;14255;14255707;交易公共实体债券价值调整 Revaluation provision trading  public sector entities securities;106035;交易性公共机构债券价值调整 Revaluation provision- Public organisation trading securities;121205修改 Revised;8;NULL;0
5822;05;交易性金融资产 Financial assets held for trading;NULL;NULL;14206;14206708;交易其他债券净价 Trading others securities;106079;交易性其他债券净价 Revaluation provision- other company trading securities;121205修改 Revised;8;NULL;0
5823;05;交易性金融资产 Financial assets held for trading;NULL;NULL;14250;14250702;交易公司债券价值调整 Revaluation provision trading corporate securities;106082;交易性公司债券价值调整 Revaluation provision- company trading securities;121205修改 Revised;8;NULL;0
5824;05;交易性金融资产 Financial assets held for trading;NULL;NULL;14256;14256708;交易其他债券价值调整 Revaluation provision trading  others securities;106099;交易性其他债券价值调整 Revaluation provision- other trading securities;121205修改 Revised;8;NULL;0
5825;05;交易性金融资产 Financial assets held for trading;NULL;NULL;14700;14700766;交易性股权投资成本 Trading equity shares ;106161;交易性股权投资成本 Trading equity shares ;NULL;8,3;NULL;0
5826;05;交易性金融资产 Financial assets held for trading;NULL;NULL;14701;14701766;交易性股权投资价值调整 Revaluation provision Trading equity shares;106162;交易性股权投资价值调整 Revaluation provision Trading equity shares;NULL;8,3;NULL;0
5827;05;交易性金融资产 Financial assets held for trading;NULL;NULL;14207;14207708;指定以公允价值计量的债券净价 Designated at fair value measurement securities;106301;指定公允价值计量的债券 Securities designated to be measured at fair value;131030新增 Added;NULL;NULL;0
5828;08;发放贷款和垫款 Granting loans and advances;NULL;NULL;13706;13706000;被套期贷款价值调整 Reval prov- loan hedged;106501;被套期贷款价值调整 Reval prov- loan hedged;NULL;NULL;NULL;0
5829;08;发放贷款和垫款 Granting loans and advances;NULL;NULL;13706;13706720;被套期商业货币市场贷款价值调整 Reval prov – MM loan hedged;106502;被套期商业货币市场贷款价值调整 Revaluation provision- loan hedged- Commercial money market;1512新增 Added;NULL;NULL;0
5830;10;可供出售金融资产 Available-for-sale financial assets;NULL;NULL;14505;14505000;被套期可供出售债券价值调整 Revaluation provision- Available-for-sale securities hedged;106503;被套期可供出售债券价值调整 Revaluation provision- Available-for-sale securities hedged;121205修改 Revised;8;NULL;0
5831;12;持有至到期投资 Held-to-maturity investment;NULL;NULL;14506;14506000;被套期持有到期债券价值调整 Revaluation provision- Held to maturity securities hedged;106504;被套期持有到期债券价值调整 Revaluation provision- Held to maturity securities hedged;121205修改 Revised;8;NULL;0
5832;06;衍生金融资产 Derivative financial assets;NULL;NULL;18003;18003790;自营利率互换公允价值增加 Reval gains prov- IRS trading   ;107101;自营利率互换合约公允价值正值 Positive fair value- Interest rate swap ;121205修改 Revised;NULL;NULL;0
5833;06;衍生金融资产 Derivative financial assets;NULL;NULL;18005;18005796;自营货币互换公允价值增加 Reval gains prov- Ccy swap trading  ;107102;自营货币互换合约公允价值正值 Positive fair value- CCY swap trading ;121205修改 Revised;NULL;NULL;0
5834;06;衍生金融资产 Derivative financial assets;NULL;NULL;18004;18004792;自营外汇掉期公允价值增加 Reval gains prov- FX swap trading  ;107103;自营外汇掉期合约公允价值正值 Positive fair value- FX swap ;121205修改 Revised;NULL;NULL;3280595,52
5835;NULL;NULL;NULL;NULL;18003;18003816;自营利率指数利率互换公允价值增加 Reval gains prov – IRS-I/R index trading                       ;107161;自营利率指数利率互换公允价值正值 Positive fair value- Interest rate swap- Interest rate index;1512新增 Added;NULL;NULL;0
5836;NULL;NULL;NULL;NULL;18003;18003617;自营汇率指数利率互换公允价值增加 Reval gains prov – IRS-FX index trading                       ;107162;自营汇率指数利率互换公允价值正值 Positive fair value- Interest rate swap- Exchange rate index;1512新增 Added;NULL;NULL;0
5837;06;衍生金融资产 Derivative financial assets;NULL;NULL;18013;18013790;集团内利率互换公允价值增加 Reval gains provision- IRS- CCB;107163;自营集团内利率互换公允价值正值 Positive fair value- Interest rate swap- Inter group;131030新增 Added;NULL;NULL;0
5838;06;衍生金融资产 Derivative financial assets;NULL;NULL;18007;18007712;自营远期公允价值增加 Reval gains prov- Forward trading   ;107171;自营远期外汇买卖公允价值正值 Positive fair value- Forward exchange trading;121205修改 Revised;NULL;NULL;9847050,4
5839;06;衍生金融资产 Derivative financial assets;NULL;NULL;18014;18014712;集团内外汇远期公允价值增加 Reval gains prov- FX forward- CCB;107173;自营集团内外汇远期公允价值正值 Positive fair value- Forward exchange trading- Inter group;131030新增 Added;NULL;NULL;0
5840;06;衍生金融资产 Derivative financial assets;NULL;NULL;18133;18133729;NDF公允价值增加 Reval gains prov- NDF      ;107181;自营无本金远期外汇交割公允价值正值 Positive fair value- NDF;121205修改 Revised, 1512新增 Added;NULL;NULL;0
5841;06;衍生金融资产 Derivative financial assets;NULL;NULL;18002;18002808;自营期权公允价值增加 Reval gains prov- Option trading     ;107186;自营认购期权公允价值正值 Positive fair value- Call options;121205修改 Revised;NULL;NULL;0
5842;NULL;NULL;NULL;NULL;18002;18002809;自营认沽期权公允价值增加 Reval gains prov – Option trading-put                       ;107187;自营认沽期权公允价值正值 Positive fair value- Put options;1512新增 Added;NULL;NULL;0
5843;NULL;NULL;NULL;NULL;18002;18002801;自营认购股票期权公允价值增加 Reval gains prov – Stock Option trading-call                     ;107188;自营认购股票期权公允价值正值 Positive fair value- Call options- Stock;1512新增 Added;NULL;NULL;0
5844;06;衍生金融资产 Derivative financial assets;NULL;NULL;18006;18006797;自营期货公允价值增加 Reval gains prov- Future trading                       ;107189;自营期货公允价值正值 Positive fair value- Futures;121205修改 Revised;NULL;NULL;0
5845;06;衍生金融资产 Derivative financial assets;NULL;NULL;18000;18000808;自营买入期权 Purchase- Option- Trading;107873;自营买入认购期权 Long call;121205修改 Revised;NULL;NULL;0
5846;NULL;NULL;NULL;NULL;18000;18000809;自营买入认沽期权 Accounts receivable - Premium - Option trading-put;107874;自营买入认沽期权 Long put;1512新增 Added;NULL;NULL;0
5847;NULL;NULL;NULL;NULL;18000;18000801;自营买入股票认购期权 Accounts receivable - Premium - Stock Option trading-call;107875;自营买入股票认购期权 Long call- Stock;1512新增 Added;NULL;NULL;0
5848;06;衍生金融资产 Derivative financial assets;NULL;NULL;18127;18127791;代客利率互换公允价值增加 Reval gains provision- IRS hedging;108101;代客利率互换合约公允价值正值 Positive fair value- Interest rate swap hedging;121205修改 Revised;NULL;NULL;0
5849;06;衍生金融资产 Derivative financial assets;NULL;NULL;18126;18126795;代客货币互换公允价值增加 Reval gains prov- Ccy swap hedging  ;108102;代客货币互换合约公允价值正值 Positive fair value- CCY swap hedging;121205修改 Revised;NULL;NULL;0
5850;06;衍生金融资产 Derivative financial assets;NULL;NULL;18130;18130793;代客外汇掉期公允价值增加 Reval gains prov- FX swap hedging       ;108103;代客外汇掉期合约公允价值正值 Positive fair value- FX swap hedging;121205修改 Revised;NULL;NULL;25283648,59
5851;NULL;NULL;NULL;NULL;18127;18127805;代客利率指数利率互换公允价值增加 Reval gains provision-IRS I/R index hedging;108161;代客利率指数利率互换公允价值正值 Positive fair value- Interest rate swap hedging- Interest rate index;1512新增 Added;NULL;NULL;0
5852;NULL;NULL;NULL;NULL;18127;18127607;代客汇率指数利率互换公允价值增加 Reval gains provision-IRS Fx index hedging;108162;代客汇率指数利率互换公允价值正值 Positive fair value- Interest rate swap hedging- Exchange rate index;1512新增 Added;NULL;NULL;0
5853;06;衍生金融资产 Derivative financial assets;NULL;NULL;18129;18129713;代客远期公允价值增加 Reval gains prov- Forward hedging   ;108172;代客外汇远期公允价值正值 Positive fair value- Forward exchange hedging;121205修改 Revised;NULL;NULL;8816398,17
5854;NULL;NULL;NULL;NULL;18133;18133737;代客NDF公允价值增加 Reval gains prov – NDF for customer                      ;108173;代客无本金远期外汇交割公允价值正值 Positive fair value- NDF hedging;1512新增 Added;NULL;NULL;0
5855;06;衍生金融资产 Derivative financial assets;NULL;NULL;18128;18128798;代客期货公允价值增加 Reval gains provision- Future hedging;108183;代客期货公允价值正值 Positive fair value- Futures hedging;121205修改 Revised;NULL;NULL;0
5856;NULL;NULL;NULL;NULL;18125;18125811;代客认沽期权公允价值增加 Reval gains prov – Put option hedging                       ;108186;代客认沽期权公允价值正值 Positive fair value- Put option- Hedging;1512新增 Added;NULL;NULL;0
5857;06;衍生金融资产 Derivative financial assets;NULL;NULL;18125;18125810;代客期权公允价值增加 Reval gains prov- Option hedging ;108187;代客认购期权公允价值正值 Positive fair value- Call option- Hedging;121205修改 Revised;NULL;NULL;0
